tenure,monthly_charges,total_charges,contract_type,payment_method,random_noise_1,random_noise_2,churn
14,66.19469366709558,1195.21,Two year,Electronic check,0.07885180401717445,32.88018045784536,0
20,119.1588408870274,5340.91,One year,Mailed check,-0.2840866529492499,65.93281279840014,0
46,117.07499576706702,1994.4,Month-to-month,Electronic check,-1.3239612465964041,29.396137641029828,0
52,114.23153896731928, ,nan,Bank transfer,-0.9605207175890123,21.580425105969336,1
8,98.38426767676738,599.11,Month-to-month,Bank transfer,-1.6223136888396978,15.863718664959869,0
51,55.48413602568904, ,Month-to-month,Bank transfer,-1.1030465991132514,31.26826650277922,0
56,61.21309302627716,4794.35,Month-to-month,Bank transfer,-0.5260082374293504,10.591568962877352,0
25,74.96160437189245,1790.04,Month-to-month,Bank transfer,0.776016021516986,1.8646586414782895,0
40,103.05344564048399,5836.31,nan,Bank transfer,-0.4450672607955976,80.46416973346773,0
34,26.871283251826775, ,Month-to-month,Mailed check,0.25562578554971765,13.789494241457657,0
62,62.429688588488816,972.92,One year,Mailed check,0.1352292111766817,77.59768498152422,0
24,28.26176634592687,1439.43,One year,Mailed check,0.4990488354829738,79.75424789866598,0
37,71.46575865735116,587.71,Month-to-month,Electronic check,-1.0348149315172588,53.791952632924314,1
1,109.89008240062354,76.85,One year,Electronic check,1.0591937151235484,30.96819583129514,0
6,98.24849245639379,1106.97,Month-to-month,Mailed check,-1.407176984953593,14.503273374988845,0
33,42.784241754311,369.7,Month-to-month,Electronic check,-0.4478132023866073,73.68051067209991,0
16,117.59908495987925, ,Month-to-month,Electronic check,-0.020905407776578296,60.1386985981786,0
42,86.73503980464284,2535.58,nan,Bank transfer,0.7601448481497473,65.5453456493564,0
58,21.042769939740307,207.01,nan,Bank transfer,1.3793093355507535,0.8669089845131039,0
50,45.54134846852195,1803.77,Month-to-month,Electronic check,0.7680315201283902,92.75170157078246,1
53,46.071329991991654,622.47,Month-to-month,Electronic check,1.4159163574558586,6.629018744655024,0
23,26.925430628585993,2745.66,One year,Mailed check,-0.8291759295073047,36.68058851400057,0
24,115.9826518075929, ,Month-to-month,Electronic check,1.1903704800712096,40.27116496517002,0
70,67.82552945759238,1767.11,Two year,Bank transfer,1.0186567299133007,0.13555244979488457,1
51,109.5814597371882,1207.7,One year,Electronic check,-2.3962750570256635,49.70893093507971,0
69,52.221550344462834,1158.72,Month-to-month,Mailed check,-0.22046424389427638,75.28089945110099,1
32,32.523357043282715,3649.64,Two year,Bank transfer,0.6020374233817825,82.32686531147722,0
48,67.43361099062139,3152.11,Month-to-month,Bank transfer,-0.5154138654454387,87.93969933058844,0
28,31.395663471431718, ,nan,Bank transfer,-1.0858251722962367,48.771886831536946,0
62,68.60155029775399, ,nan,Bank transfer,2.114175217941875,63.063619052965045,1
21,112.02971812194077,1110.9,Month-to-month,Electronic check,0.1110401509709067,7.951971329649876,0
25,72.07681418342128, ,Month-to-month,Mailed check,0.13840543415406092,48.80382242817499,0
27,81.64997268950835,2072.96,nan,Electronic check,-1.3089941148750661,15.481575487173526,0
48,35.66384369738083,4437.59,nan,Electronic check,-0.6123609957962393,36.964311762252144,1
70,24.37356258799695,1608.47,Month-to-month,Bank transfer,-0.8978406293719031,32.93053128645993,0
48,31.080796217980705,2874.8,Two year,Mailed check,1.078975230139303,42.35405772415082,0
19,79.85315756843656,3770.23,Month-to-month,Bank transfer,0.5046336209260519,57.163661797413255,0
62,29.501169899230465,2638.77,Month-to-month,Electronic check,-0.5705636928065295,90.28766470629958,1
60,57.59928899413114,2542.79,Two year,Electronic check,0.5605002386662146,39.44846313475053,1
48,75.0091940458156,275.21,Month-to-month,Bank transfer,-0.25352014574107723,98.11311957115507,0
70,58.8652798629847,667.76,nan,Electronic check,0.23449071797854174,75.90280480512028,0
0,36.36838014653015,1295.45,Month-to-month,Electronic check,0.2297638871857063,51.14810467883832,0
12,47.379130751410656,2097.98,One year,Bank transfer,0.420267210479599,64.4026437111944,1
50,112.8317532848577, ,Month-to-month,Electronic check,0.299651923396746,10.22241711319445,0
55,87.59822755863554,4235.22,One year,Mailed check,0.4210496511649088,84.45215313136548,0
61,69.60478386798866, ,One year,Bank transfer,1.2558083104855742,58.23574550639658,0
31,21.271488998689353,3559.61,Month-to-month,Mailed check,0.6405627530735241,98.60674802096018,1
29,119.24154004894702,1093.93,One year,Electronic check,-0.3369017627259595,63.642874375284904,0
28,87.14549348946433,717.19,Month-to-month,Electronic check,-0.09795274598517474,83.4111583266325,0
48,51.692247734494494,1437.47,Month-to-month,Bank transfer,1.2301705879970664,79.97627427952398,1
44,107.92686599978381,307.9,Two year,Electronic check,0.11242245494821468,34.546115146826885,0
29,45.84316202918181,5247.67,Month-to-month,Bank transfer,-0.3740184173570996,25.961062523321164,0
15,74.40165791827516, ,One year,Bank transfer,-0.631138342130036,43.049358343151,1
39,83.6070763729825,834.19,One year,Bank transfer,0.27303810816624713,46.72413444088372,1
18,42.10633714537285,5261.12,One year,Bank transfer,-0.8548568025455762,24.008470193664387,1
17,117.83972788005958,5213.32,Month-to-month,Bank transfer,1.2847954238343064,89.45978733509719,0
0,94.81919059789975,6606.18,Month-to-month,Mailed check,-1.0378183537570798,54.2547862300646,0
46,75.781322551107, ,Month-to-month,Bank transfer,1.4780677255194214,97.84443921535696,1
65,38.05945981753008,2630.04,One year,Mailed check,-0.285230315872449,81.00177780462633,0
37,25.385820699802615,1021.68,Two year,Electronic check,-1.0767373536276559,55.5704860391946,1
50,52.005983252098346,1231.97,One year,Bank transfer,0.1891757385653763,94.70402781443592,1
62,95.31873359134028,2457.36,Month-to-month,Electronic check,-0.9530391582142892,50.48748150953071,0
3,46.9331298302025,2033.68,Month-to-month,Bank transfer,0.034371761030260295,88.71065125186705,1
0,73.95562204955051,162.43,Month-to-month,Mailed check,-0.5775435315993324,35.81447811958055,1
7,92.79471767307432,519.02,Month-to-month,Mailed check,0.9450732678690913,37.86423834040941,0
28,30.794371464646435,445.29,Month-to-month,Mailed check,0.13674960993763216,41.81306829709312,0
54,88.52980161158733,2141.66,Month-to-month,Electronic check,-1.188500832074535,54.662564594324614,0
2,29.18708877100447,1004.63,Month-to-month,Bank transfer,-0.5970365404260054,55.3490270198824,0
31,116.51297421269966,364.13,Month-to-month,Electronic check,0.7049472495931294,49.639892167708425,0
9,68.83941300649396,3424.78,Month-to-month,Mailed check,1.2870921037904752,30.600097358316745,0
33,35.06761077098774, ,Month-to-month,Electronic check,-0.045274807467683774,92.7206464790831,1
54,54.23836360335465,993.39,Month-to-month,Mailed check,-1.0443965618689037,58.85860973492542,1
31,61.34164492952615,603.51,Month-to-month,Mailed check,1.0540363108508881,40.773921619159495,0
49,95.81850110765373,2866.75,One year,Mailed check,0.700563674893375,65.11769607436182,0
